9,24.333333333333332,11484.0,
10,313.42857142857144,30135.428571428572,
11,1151.142857142857,75763.85714285714,
12,3955.8571428571427,171420.57142857145,
13,9405.571428571428,334277.71428571426,
14,17036.85714285714,548297.8571428572,
15,26713.42857142857,814209.8571428572,
16,38955.14285714286,1139505.7142857143,
17,54752.71428571428,1521139.142857143,
18,72264.71428571428,1920927.8571428573,
19,91619.85714285714,2320479.285714286,
20,113093.71428571428,2744270.0,
21,132043.57142857142,3182276.1428571427,
22,144964.6,3551917.4,
